  Ls Hgt   Lat  TA0K   TA1K  Tp1  TA2K  Tp2  Pa0Nm2     PA1% Pp1Hr   PA2% Pp2Hr  DA0kgm3    DA1% Dp1Hr   DA2% Dp2Hr
 360 190 -27.5 238.32 48.42 11.7 26.31 17.2 4.852E-07  61.54  11.9  28.44  17.2 8.247E-12  56.25  12.3  19.05  17.2
 360 195 -27.5 238.57 48.56 11.7 26.54 17.2 3.664E-07  61.54  11.9  28.44  17.2 5.980E-12  58.46  12.3  20.91  17.2
 360 200 -27.5 238.80 48.67 11.7 26.71 17.2 2.781E-07  62.56  11.8  31.41  17.1 4.357E-12  60.38  12.3  22.83  17.2
 360 205 -27.5 238.94 48.73 11.7 26.85 17.2 2.144E-07  62.56  11.8  31.41  17.1 3.218E-12  61.37  12.3  24.53  17.2
 360 210 -27.5 239.06 48.78 11.7 26.95 17.2 1.664E-07  61.97  11.7  33.87  17.1 2.393E-12  62.10  12.3  26.20  17.2
 360 215 -27.5 239.14 48.81 11.7 27.04 17.2 1.310E-07  61.97  11.7  33.87  17.1 1.805E-12  61.86  12.3  27.62  17.2
 360 220 -27.5 239.21 48.83 11.7 27.10 17.2 1.037E-07  60.15  11.6  35.96  17.0 1.370E-12  61.41  12.3  28.96  17.2
 360 225 -27.5 239.25 48.83 11.7 27.10 17.2 8.333E-08  60.15  11.6  35.96  17.0 1.059E-12  61.41  12.3  28.96  17.2
 360 230 -27.5 239.29 48.83 11.7 27.10 17.2 6.698E-08  60.15  11.6  35.96  17.0 8.180E-13  61.41  12.3  28.96  17.2
 360 235 -27.5 239.31 48.83 11.7 27.10 17.2 5.484E-08  60.15  11.6  35.96  17.0 6.465E-13  61.41  12.3  28.96  17.2
 360 240 -27.5 239.33 48.83 11.7 27.10 17.2 4.493E-08  60.15  11.6  35.96  17.0 5.114E-13  61.41  12.3  28.96  17.2
 360  80 -22.5 140.13  3.32 17.1 12.33 11.4 3.070E-02   5.49  22.8   7.30  12.7 1.153E-06   5.41  23.1   4.19  13.2
 360  85 -22.5 135.21  3.54 17.1 14.46 11.4 1.582E-02   7.01  21.7  16.15  12.3 6.162E-07   6.75  23.1   8.99  13.2
 360  90 -22.5 128.48  4.35 15.4 13.66 22.6 7.898E-03   7.66  21.0  21.16  12.0 3.242E-07   8.43  22.5  17.00  12.7
 360  95 -22.5 121.98  6.31 14.1 12.43 21.5 3.808E-03   9.18  18.9  29.59  11.5 1.650E-07   9.52  21.7  25.17  12.2
 360 100 -22.5 117.78  7.56 13.6 11.80 20.1 1.770E-03  10.80  17.7  32.04  11.1 7.951E-08   9.77  20.1  31.58  11.7
 360 105 -22.5 118.27  5.32 14.5 10.60 19.0 8.125E-04  15.88  16.1  32.59  22.5 3.620E-08  11.96  17.1  32.79  23.0
 360 110 -22.5 124.43  3.78 18.8  8.80 18.0 3.821E-04  17.49  15.9  31.06  22.2 1.606E-08  16.61  15.9  32.88  22.4
 360 115 -22.5 136.22  2.80 18.8  9.80 17.1 1.889E-04  17.64  16.2  25.14  21.9 7.232E-09  18.56  16.6  32.93  22.0
 360 120 -22.5 153.07  5.31 12.4 11.67 16.8 1.011E-04  17.40  16.1  21.33  21.8 3.438E-09  19.31  17.5  30.66  21.8
 360 125 -22.5 170.98 13.81 11.5 13.24 16.6 5.809E-05  17.58  15.7  17.29  21.7 1.761E-09  18.90  17.8  26.63  21.7
 360 130 -22.5 187.14 22.19 11.5 14.72 16.7 3.535E-05  19.23  14.9  13.50  21.6 9.754E-10  17.38  17.4  22.00  21.7
 360 135 -22.5 200.39 29.17 11.5 16.39 16.8 2.244E-05  22.75  14.1   9.91  21.4 5.753E-10  16.58  16.3  17.61  21.7
 360 140 -22.5 210.76 34.61 11.6 18.07 16.9 1.468E-05  28.18  13.5   7.01  20.7 3.550E-10  18.12  15.0  13.52  21.6
 360 145 -22.5 218.67 38.84 11.6 19.47 16.9 9.813E-06  34.74  13.1   6.11  19.4 2.263E-10  21.95  14.0   9.73  21.3
 360 150 -22.5 224.05 42.19 11.6 20.81 17.0 6.699E-06  34.74  13.1   6.11  19.4 1.488E-10  26.61  13.4   6.77  20.8
 360 155 -22.5 228.15 44.57 11.6 22.03 17.0 4.633E-06  41.71  12.8   7.99  18.4 9.942E-11  31.95  13.0   5.24  19.8
 360 160 -22.5 231.26 46.31 11.6 22.96 17.0 3.238E-06  48.70  12.6  11.47  17.8 6.726E-11  37.48  12.8   5.54  18.7
 360 165 -22.5 233.49 47.71 11.7 23.78 17.0 2.287E-06  48.70  12.6  11.47  17.8 4.604E-11  42.62  12.6   7.16  18.0
 360 170 -22.5 234.92 48.65 11.7 24.44 17.1 1.638E-06  55.09  12.4  15.54  17.5 3.193E-11  47.43  12.5   9.15  17.7
 360 175 -22.5 236.05 49.34 11.7 24.95 17.1 1.182E-06  60.65  12.3  19.75  17.3 2.230E-11  51.94  12.4  11.30  17.4
 360 180 -22.5 236.83 49.86 11.7 25.36 17.1 8.614E-07  60.65  12.3  19.75  17.3 1.571E-11  55.85  12.4  13.43  17.3
 360 185 -22.5 237.35 50.16 11.7 25.68 17.1 6.369E-07  64.62  12.2  23.70  17.2 1.119E-11  59.24  12.4  15.44  17.2
 360 190 -22.5 237.77 50.41 11.7 25.93 17.1 4.737E-07  67.07  12.0  27.34  17.1 8.013E-12  62.16  12.4  17.47  17.2
 360 195 -22.5 238.03 50.56 11.7 26.14 17.1 3.583E-07  67.07  12.0  27.34  17.1 5.821E-12  64.22  12.4  19.27  17.2
 360 200 -22.5 238.25 50.67 11.7 26.29 17.1 2.728E-07  67.62  11.9  30.48  17.0 4.255E-12  65.85  12.4  21.07  17.1
 360 205 -22.5 238.39 50.74 11.7 26.42 17.1 2.107E-07  67.62  11.9  30.48  17.0 3.150E-12  66.66  12.4  22.73  17.1
 360 210 -22.5 238.51 50.79 11.7 26.51 17.1 1.641E-07  66.63  11.8  33.23  16.9 2.352E-12  67.01  12.4  24.28  17.1
 360 215 -22.5 238.59 50.82 11.7 26.59 17.1 1.294E-07  66.63  11.8  33.23  16.9 1.779E-12  66.54  12.4  25.68  17.1
 360 220 -22.5 238.65 50.85 11.7 26.65 17.1 1.027E-07  64.64  11.7  35.78  16.8 1.354E-12  65.67  12.4  26.90  17.0
 360 225 -22.5 238.69 50.85 11.7 26.65 17.1 8.261E-08  64.64  11.7  35.78  16.8 1.048E-12  65.67  12.4  26.90  17.0
 360 230 -22.5 238.74 50.85 11.7 26.65 17.1 6.649E-08  64.64  11.7  35.78  16.8 8.116E-13  65.67  12.4  26.90  17.0
 360 235 -22.5 238.76 50.85 11.7 26.65 17.1 5.450E-08  64.64  11.7  35.78  16.8 6.437E-13  65.67  12.4  26.90  17.0
 360 240 -22.5 238.78 50.85 11.7 26.65 17.1 4.469E-08  64.64  11.7  35.78  16.8 5.106E-13  65.67  12.4  26.90  17.0
 360  80 -17.5 139.37  3.34 13.8 12.38 11.2 2.962E-02   4.16  21.8   8.14  12.8 1.119E-06   5.24  21.9   5.47  13.2
 360  85 -17.5 135.03  3.00 13.8 14.02 11.2 1.523E-02   3.64  18.7  16.61  12.3 5.938E-07   4.27  21.9  10.66  13.2
 360  90 -17.5 128.21  4.79 13.9 13.66 22.4 7.604E-03   4.06  17.6  21.12  12.0 3.126E-07   4.16  21.9  18.27  12.7
 360  95 -17.5 121.35  7.83 13.7 13.00 21.3 3.653E-03   7.02  15.9  28.82  11.4 1.591E-07   4.28  19.6  25.76  12.2
 360 100 -17.5 117.36  9.05 13.7 12.65 20.1 1.690E-03  10.29  15.2  31.24  11.0 7.626E-08   6.85  16.6  30.78  11.6
 360 105 -17.5 118.29  6.08 15.2 10.59 19.3 7.768E-04  18.01  14.7  32.79  22.4 3.457E-08  14.12  14.3  31.11  22.9
 360 110 -17.5 124.46  5.92 19.2  7.68 18.3 3.647E-04  20.40  14.8  32.35  22.1 1.532E-08  20.35  13.9  32.29  22.2
 360 115 -17.5 136.77  5.55 19.4  8.22 17.3 1.810E-04  21.09  15.3  28.08  21.8 6.894E-09  20.51  14.8  33.81  21.9
 360 120 -17.5 153.88  5.25 14.2 10.59 16.8 9.706E-05  21.12  15.4  24.70  21.7 3.276E-09  19.97  16.1  32.84  21.7
 360 125 -17.5 171.94 13.39 12.1 12.56 16.6 5.592E-05  21.79  15.2  20.96  21.6 1.682E-09  20.12  16.7  29.60  21.6
 360 130 -17.5 188.06 22.18 11.8 14.24 16.7 3.416E-05  23.80  14.7  17.27  21.5 9.353E-10  19.92  16.5  25.37  21.5
 360 135 -17.5 201.16 29.56 11.7 15.94 16.7 2.175E-05  27.53  14.2  13.75  21.3 5.539E-10  20.37  15.7  21.16  21.5
 360 140 -17.5 211.35 35.33 11.7 17.56 16.8 1.427E-05  32.83  13.7  10.59  20.9 3.430E-10  22.60  14.8  17.11  21.4
 360 145 -17.5 219.09 39.78 11.7 18.78 16.9 9.563E-06  39.14  13.3   8.37  20.2 2.194E-10  26.52  14.0  13.28  21.2
 360 150 -17.5 224.45 43.29 11.7 19.97 16.9 6.544E-06  39.14  13.3   8.37  20.2 1.444E-10  31.04  13.5  10.12  20.9
 360 155 -17.5 228.40 45.81 11.8 21.12 16.9 4.540E-06  45.93  13.0   8.09  19.2 9.673E-11  36.20  13.1   7.75  20.4
 360 160 -17.5 231.41 47.64 11.8 21.93 17.0 3.183E-06  52.56  12.8  10.01  18.3 6.560E-11  41.53  12.9   6.34  19.7
 360 165 -17.5 233.61 49.12 11.8 22.65 17.0 2.255E-06  52.56  12.8  10.01  18.3 4.499E-11  46.51  12.7   6.37  18.9
 360 170 -17.5 234.98 50.11 11.8 23.23 17.0 1.621E-06  58.57  12.6  13.32  17.7 3.130E-11  51.14  12.6   7.30  18.2
 360 175 -17.5 236.06 50.84 11.8 23.69 17.0 1.175E-06  63.35  12.4  17.13  17.4 2.193E-11  55.39  12.5   8.83  17.7
 360 180 -17.5 236.82 51.38 11.8 24.04 17.0 8.600E-07  63.35  12.4  17.13  17.4 1.551E-11  59.05  12.5  10.63  17.5
 360 185 -17.5 237.32 51.71 11.8 24.33 17.0 6.390E-07  66.67  12.3  21.02  17.2 1.110E-11  62.10  12.5  12.40  17.3
 360 190 -17.5 237.74 51.98 11.8 24.55 17.0 4.774E-07  68.33  12.2  24.80  17.0 7.983E-12  64.63  12.4  14.28  17.1
 360 195 -17.5 237.98 52.13 11.8 24.73 17.0 3.629E-07  68.33  12.2  24.80  17.0 5.834E-12  66.22  12.4  15.95  17.0
 360 200 -17.5 238.20 52.26 11.8 24.86 17.0 2.775E-07  68.18  12.0  28.31  16.8 4.286E-12  67.36  12.4  17.71  17.0
 360 205 -17.5 238.34 52.33 11.8 24.98 17.0 2.153E-07  68.18  12.0  28.31  16.8 3.193E-12  67.62  12.4  19.24  16.9
 360 210 -17.5 238.45 52.39 11.8 25.06 17.0 1.681E-07  66.75  11.9  31.65  16.7 2.395E-12  67.45  12.4  20.85  16.9
 360 215 -17.5 238.53 52.42 11.8 25.13 17.0 1.331E-07  66.75  11.9  31.65  16.7 1.824E-12  66.25  12.4  22.11  16.8
 360 220 -17.5 238.60 52.44 11.8 25.18 17.0 1.057E-07  64.59  11.7  34.85  16.6 1.395E-12  64.83  12.4  23.35  16.8
 360 225 -17.5 238.64 52.44 11.8 25.18 17.0 8.533E-08  64.59  11.7  34.85  16.6 1.086E-12  64.83  12.4  23.35  16.8
 360 230 -17.5 238.68 52.44 11.8 25.18 17.0 6.886E-08  64.59  11.7  34.85  16.6 8.459E-13  64.83  12.4  23.35  16.8
 360 235 -17.5 238.70 52.44 11.8 25.18 17.0 5.639E-08  64.59  11.7  34.85  16.6 6.704E-13  64.83  12.4  23.35  16.8
 360 240 -17.5 238.72 52.44 11.8 25.18 17.0 4.631E-08  64.59  11.7  34.85  16.6 5.332E-13  64.83  12.4  23.35  16.8
 360  80 -12.5 137.99  6.61 11.3 12.26 11.1 2.881E-02   3.52  16.2  13.15  12.6 1.100E-06   4.74  17.9   7.09  13.2
 360  85 -12.5 134.29  4.31 11.3 13.59 11.1 1.475E-02   4.25  14.3  17.23  12.3 5.781E-07   2.92  17.9  12.28  13.2
 360  90 -12.5 127.50  5.49 13.2 13.56 22.2 7.346E-03   5.40  13.3  21.31  12.0 3.034E-07   2.88  16.6  19.43  12.7
 360  95 -12.5 120.76  8.66 13.8 13.24 21.2 3.510E-03  10.13  13.1  28.32  11.4 1.535E-07   3.94  14.6  26.24  12.2
 360 100 -12.5 117.36  9.22 14.1 12.99 20.2 1.623E-03  13.93  13.3  30.58  11.0 7.308E-08  10.42  13.1  30.01  11.6
 360 105 -12.5 118.71  6.27 16.2 10.38 19.5 7.463E-04  21.44  13.8  33.15  22.3 3.309E-08  20.78  12.8  30.50  22.8
 360 110 -12.5 124.83  7.76 19.6  6.48 18.8 3.509E-04  23.51  14.1  33.43  22.1 1.471E-08  26.27  12.9  32.72  22.3
 360 115 -12.5 137.43  7.82 19.7  6.44 17.4 1.749E-04  23.88  14.9  30.65  21.8 6.634E-09  24.18  13.9  34.96  22.0
 360 120 -12.5 154.65  6.04 15.7  9.14 16.9 9.406E-05  23.85  15.1  27.68  21.7 3.156E-09  21.69  15.3  34.75  21.8
 360 125 -12.5 172.71 13.32 12.8 11.36 16.7 5.437E-05  24.68  15.1  24.24  21.7 1.625E-09  21.73  16.2  32.20  21.7
 360 130 -12.5 188.72 22.34 12.2 13.06 16.7 3.332E-05  26.83  14.7  20.67  21.6 9.064E-10  22.23  16.1  28.40  21.6
 360 135 -12.5 201.64 29.99 12.0 14.65 16.8 2.129E-05  30.58  14.3  17.12  21.5 5.383E-10  23.27  15.5  24.38  21.5
 360 140 -12.5 211.64 35.98 12.0 16.13 16.8 1.401E-05  35.75  13.8  13.65  21.3 3.342E-10  25.68  14.8  20.42  21.5
 360 145 -12.5 219.24 40.58 11.9 17.11 16.9 9.414E-06  41.81  13.5  10.43  20.9 2.141E-10  29.54  14.1  16.45  21.4
 360 150 -12.5 224.55 44.23 12.0 18.01 16.9 6.457E-06  41.81  13.5  10.43  20.9 1.411E-10  33.88  13.6  12.92  21.2
 360 155 -12.5 228.38 46.82 12.0 19.01 16.9 4.496E-06  48.17  13.2   8.02  20.2 9.471E-11  38.85  13.3   9.94  21.0
 360 160 -12.5 231.32 48.72 12.0 19.66 16.9 3.164E-06  54.14  12.9   7.31  19.1 6.438E-11  43.99  13.0   7.33  20.6
 360 165 -12.5 233.47 50.27 12.0 20.22 16.9 2.251E-06  54.14  12.9   7.31  19.1 4.426E-11  48.72  12.9   5.57  20.1
 360 170 -12.5 234.79 51.28 12.0 20.69 17.0 1.626E-06  59.34  12.8   9.11  17.9 3.091E-11  53.11  12.7   4.61  19.3
 360 175 -12.5 235.85 52.05 12.0 21.08 17.0 1.185E-06  63.14  12.6  12.64  17.3 2.174E-11  57.00  12.7   4.79  18.1
 360 180 -12.5 236.59 52.62 12.0 21.35 17.0 8.723E-07  63.14  12.6  12.64  17.3 1.545E-11  60.25  12.6   6.29  17.2
 360 185 -12.5 237.08 52.96 12.0 21.60 17.0 6.514E-07  65.35  12.4  16.81  16.9 1.112E-11  62.79  12.6   8.06  16.8
 360 190 -12.5 237.50 53.25 12.0 21.77 17.0 4.888E-07  65.86  12.3  21.15  16.6 8.040E-12  64.78  12.5  10.02  16.7
 360 195 -12.5 237.74 53.41 12.0 21.93 17.0 3.739E-07  65.86  12.3  21.15  16.6 5.920E-12  65.70  12.5  11.78  16.5
 360 200 -12.5 237.96 53.55 12.0 22.04 17.0 2.869E-07  64.91  12.1  25.49  16.4 4.371E-12  66.20  12.5  13.74  16.4
 360 205 -12.5 238.09 53.62 12.0 22.14 17.0 2.237E-07  64.91  12.1  25.49  16.4 3.284E-12  65.63  12.5  15.43  16.3
 360 210 -12.5 238.21 53.69 12.0 22.21 17.0 1.749E-07  62.92  11.9  29.68  16.3 2.474E-12  64.78  12.5  17.34  16.3
 360 215 -12.5 238.29 53.72 12.0 22.27 17.0 1.391E-07  62.92  11.9  29.68  16.3 1.898E-12  62.83  12.4  18.81  16.2
 360 220 -12.5 238.36 53.72 12.0 22.27 17.0 1.105E-07  62.92  11.9  29.68  16.3 1.456E-12  62.83  12.4  18.81  16.2
 360 225 -12.5 238.40 53.72 12.0 22.27 17.0 8.936E-08  62.92  11.9  29.68  16.3 1.138E-12  62.83  12.4  18.81  16.2
 360 230 -12.5 238.44 53.72 12.0 22.27 17.0 7.230E-08  62.92  11.9  29.68  16.3 8.901E-13  62.83  12.4  18.81  16.2
 360 235 -12.5 238.47 53.72 12.0 22.27 17.0 5.907E-08  62.92  11.9  29.68  16.3 7.044E-13  62.83  12.4  18.81  16.2
 360 240 -12.5 238.49 53.72 12.0 22.27 17.0 4.858E-08  62.92  11.9  29.68  16.3 5.618E-13  62.83  12.4  18.81  16.2
 360  80  -7.5 136.63  9.97 10.7 12.29 22.9 2.854E-02   6.81  13.6  13.79  12.5 1.102E-06   4.95  14.0   7.88  13.0
 360  85  -7.5 133.41  5.76 10.7 13.35 22.9 1.454E-02   8.95  12.5  17.69  12.2 5.735E-07   5.34  14.0  12.93  13.0
 360  90  -7.5 126.73  5.96 13.1 13.49 22.1 7.213E-03  10.73  12.1  21.67  12.0 2.995E-07   7.07  11.9  19.76  12.6
 360  95  -7.5 120.45  8.62 14.0 13.27 21.2 3.431E-03  15.51  12.4  28.57  11.3 1.502E-07   9.93  11.8  26.16  12.1
 360 100  -7.5 117.75  8.31 14.6 12.94 20.3 1.587E-03  18.74  12.7  31.04  23.0 7.111E-08  17.27  12.3  29.88  11.5
 360 105  -7.5 119.37  6.25 17.1 10.15 19.8 7.329E-04  24.55  13.5  34.39  22.4 3.229E-08  26.51  12.4  31.44  22.8
 360 110  -7.5 125.18  9.03 19.9  5.54 19.2 3.461E-04  26.08  13.9  35.24  22.1 1.447E-08  30.50  12.6  34.48  22.3
 360 115  -7.5 137.60  9.28 19.8  4.85 17.5 1.729E-04  25.80  14.7  33.25  21.8 6.549E-09  26.99  13.4  37.05  22.1
 360 120  -7.5 154.74  7.17 16.4  7.69 16.8 9.302E-05  25.78  15.0  30.61  21.8 3.119E-09  23.30  14.9  37.08  21.9
 360 125  -7.5 172.73 13.58 13.3  9.95 16.7 5.381E-05  26.64  15.0  27.29  21.8 1.605E-09  23.02  15.8  34.79  21.8
 360 130  -7.5 188.65 22.52 12.5 11.44 16.6 3.301E-05  28.89  14.8  23.83  21.8 8.953E-10  23.84  15.9  31.17  21.7
 360 135  -7.5 201.50 30.22 12.3 12.68 16.7 2.111E-05  32.61  14.4  20.27  21.8 5.315E-10  25.25  15.4  27.25  21.7
 360 140  -7.5 211.43 36.27 12.2 13.83 16.7 1.391E-05  37.59  14.0  16.60  21.7 3.298E-10  27.79  14.8  23.36  21.7
 360 145  -7.5 218.98 40.91 12.2 14.48 16.8 9.367E-06  43.28  13.6  12.78  21.6 2.112E-10  31.61  14.2  19.32  21.7
 360 150  -7.5 224.28 44.60 12.2 15.03 16.8 6.435E-06  43.28  13.6  12.78  21.6 1.392E-10  35.80  13.7  15.57  21.6
 360 155  -7.5 228.08 47.15 12.2 15.81 16.8 4.496E-06  48.87  13.4   8.85  21.4 9.351E-11  40.57  13.4  12.40  21.6
 360 160  -7.5 231.01 49.06 12.2 16.24 16.8 3.175E-06  54.05  13.1   5.32  20.9 6.364E-11  45.44  13.2   9.28  21.6
 360 165  -7.5 233.15 50.63 12.2 16.63 16.9 2.267E-06  54.05  13.1   5.32  20.9 4.385E-11  49.83  13.0   6.55  21.6
 360 170  -7.5 234.49 51.62 12.2 17.02 16.9 1.646E-06  57.94  12.9   3.95  15.6 3.072E-11  53.83  12.8   4.35  21.5
 360 175  -7.5 235.57 52.41 12.2 17.28 16.9 1.204E-06  60.46  12.7   8.13  16.1 2.170E-11  57.25  12.8   3.24  21.1
 360 180  -7.5 236.30 52.96 12.3 17.52 16.9 8.918E-07  60.46  12.7   8.13  16.1 1.550E-11  59.91  12.7   4.03  15.0
 360 185  -7.5 236.82 53.31 12.3 17.70 16.9 6.688E-07  61.19  12.5  13.37  15.9 1.122E-11  61.77  12.6   5.78  15.1
 360 190  -7.5 237.25 53.59 12.3 17.84 16.9 5.047E-07  61.19  12.5  13.37  15.9 8.170E-12  62.94  12.6   7.88  15.3
 360 195  -7.5 237.50 53.75 12.3 17.97 16.9 3.874E-07  60.37  12.3  18.89  15.8 6.055E-12  63.04  12.6  10.01  15.3
 360 200  -7.5 237.74 53.88 12.3 18.06 16.9 2.979E-07  60.37  12.3  18.89  15.8 4.496E-12  62.71  12.5  12.26  15.3
 360 205  -7.5 237.88 53.95 12.3 18.14 16.9 2.334E-07  58.29  12.1  24.37  15.6 3.402E-12  61.39  12.5  14.33  15.3
 360 210  -7.5 238.02 54.01 12.3 18.20 16.9 1.829E-07  58.29  12.1  24.37  15.6 2.574E-12  59.81  12.5  16.49  15.3
 360 215  -7.5 238.09 54.01 12.3 18.20 16.9 1.457E-07  58.29  12.1  24.37  15.6 1.984E-12  59.81  12.5  16.49  15.3
 360 220  -7.5 238.17 54.01 12.3 18.20 16.9 1.162E-07  58.29  12.1  24.37  15.6 1.531E-12  59.81  12.5  16.49  15.3
 360 225  -7.5 238.22 54.01 12.3 18.20 16.9 9.376E-08  58.29  12.1  24.37  15.6 1.197E-12  59.81  12.5  16.49  15.3
 360 230  -7.5 238.26 54.01 12.3 18.20 16.9 7.601E-08  58.29  12.1  24.37  15.6 9.395E-13  59.81  12.5  16.49  15.3
 360 235  -7.5 238.29 54.01 12.3 18.20 16.9 6.195E-08  58.29  12.1  24.37  15.6 7.422E-13  59.81  12.5  16.49  15.3
 360 240  -7.5 238.31 54.01 12.3 18.20 16.9 5.099E-08  58.29  12.1  24.37  15.6 5.931E-13  59.81  12.5  16.49  15.3
 360  80  -2.5 136.01 12.64 10.8 12.42 22.8 2.844E-02  10.22  12.7  14.01  12.3 1.105E-06   4.51  12.9   8.55  12.9
 360  85  -2.5 132.83  6.92 10.8 13.15 22.8 1.444E-02  13.37  12.0  17.77  12.1 5.723E-07   8.84  12.9  13.08  12.9
 360  90  -2.5 126.12  6.36 13.2 13.41 22.1 7.142E-03  15.60  11.8  21.84  11.8 2.979E-07  12.18  11.7  19.36  12.4
 360  95  -2.5 120.24  8.20 14.4 13.18 21.3 3.387E-03  20.26  12.1  29.09  11.2 1.484E-07  16.10  11.6  25.50  11.9
 360 100  -2.5 118.14  7.00 15.1 12.49 20.5 1.567E-03  22.84  12.5  32.00  22.9 6.986E-08  23.21  12.0  30.13  11.4
 360 105  -2.5 120.12  6.04 18.0  9.60 20.0 7.271E-04  26.91  13.2  36.12  22.4 3.177E-08  30.67  12.1  33.18  22.8
 360 110  -2.5 125.69  9.72 20.0  4.74 19.5 3.450E-04  27.64  13.6  37.03  22.2 1.436E-08  33.23  12.3  36.74  22.3
 360 115  -2.5 137.74 10.19 19.7  3.58 17.4 1.727E-04  26.58  14.5  35.16  21.9 6.540E-09  28.84  13.0  39.23  22.1
 360 120  -2.5 154.73  8.25 16.8  6.46 16.5 9.297E-05  26.42  14.8  32.51  21.9 3.118E-09  24.22  14.3  39.02  22.0
 360 125  -2.5 172.70 13.64 13.8  8.49 16.4 5.381E-05  27.43  14.9  29.42  22.0 1.603E-09  23.35  15.3  36.54  21.9
 360 130  -2.5 188.65 22.05 12.9  9.60 16.4 3.302E-05  29.73  14.7  26.13  22.0 8.927E-10  24.31  15.5  32.96  21.9
 360 135  -2.5 201.53 29.48 12.6 10.37 16.4 2.114E-05  33.38  14.4  22.82  22.1 5.291E-10  26.09  15.1  29.22  21.9
 360 140  -2.5 211.52 35.39 12.5 11.00 16.5 1.395E-05  37.91  14.1  19.30  22.2 3.279E-10  28.84  14.6  25.52  21.9
 360 145  -2.5 219.14 39.95 12.5 11.26 16.6 9.413E-06  42.96  13.7  15.63  22.3 2.098E-10  32.58  14.1  21.75  22.0
 360 150  -2.5 224.47 43.52 12.5 11.52 16.6 6.489E-06  42.96  13.7  15.63  22.3 1.383E-10  36.59  13.7  18.26  22.0
 360 155  -2.5 228.35 45.96 12.5 12.05 16.6 4.546E-06  47.72  13.5  11.71  22.4 9.302E-11  41.04  13.4  15.42  22.2
 360 160  -2.5 231.35 47.85 12.5 12.28 16.7 3.222E-06  51.61  13.3   7.81  22.9 6.340E-11  45.41  13.2  12.62  22.4
 360 165  -2.5 233.51 49.35 12.5 12.54 16.7 2.312E-06  51.61  13.3   7.81  22.9 4.384E-11  49.32  13.0  10.21  22.7
 360 170  -2.5 234.91 50.31 12.5 12.84 16.7 1.685E-06  54.10  13.0   5.52  12.9 3.083E-11  52.70  12.9   8.45  11.1
 360 175  -2.5 236.05 51.08 12.5 13.00 16.7 1.238E-06  54.84  12.8   9.21  14.3 2.186E-11  55.46  12.8   7.33  11.9
 360 180  -2.5 236.80 51.59 12.5 13.20 16.7 9.224E-07  54.84  12.8   9.21  14.3 1.573E-11  57.34  12.7   7.54  12.7
 360 185  -2.5 237.37 51.92 12.5 13.33 16.7 6.943E-07  54.05  12.6  14.85  14.6 1.144E-11  58.44  12.7   8.77  13.4
 360 190  -2.5 237.79 52.19 12.5 13.45 16.7 5.269E-07  54.05  12.6  14.85  14.6 8.392E-12  58.68  12.6  10.61  13.8
 360 195  -2.5 238.09 52.33 12.5 13.55 16.7 4.054E-07  51.66  12.4  21.11  14.8 6.244E-12  58.09  12.6  12.76  14.0
 360 200  -2.5 238.33 52.45 12.5 13.64 16.7 3.135E-07  51.66  12.4  21.11  14.8 4.669E-12  56.87  12.5  14.96  14.2
 360 205  -2.5 238.49 52.51 12.5 13.70 16.7 2.457E-07  48.52  12.1  27.48  14.8 3.542E-12  55.08  12.5  17.17  14.3
 360 210  -2.5 238.63 52.56 12.5 13.76 16.7 1.932E-07  48.52  12.1  27.48  14.8 2.697E-12  52.75  12.4  19.33  14.4
 360 215  -2.5 238.72 52.56 12.5 13.76 16.7 1.538E-07  48.52  12.1  27.48  14.8 2.079E-12  52.75  12.4  19.33  14.4
 360 220  -2.5 238.80 52.56 12.5 13.76 16.7 1.230E-07  48.52  12.1  27.48  14.8 1.610E-12  52.75  12.4  19.33  14.4
 360 225  -2.5 238.86 52.56 12.5 13.76 16.7 9.910E-08  48.52  12.1  27.48  14.8 1.257E-12  52.75  12.4  19.33  14.4
 360 230  -2.5 238.90 52.56 12.5 13.76 16.7 8.048E-08  48.52  12.1  27.48  14.8 9.893E-13  52.75  12.4  19.33  14.4
 360 235  -2.5 238.94 52.56 12.5 13.76 16.7 6.543E-08  48.52  12.1  27.48  14.8 7.799E-13  52.75  12.4  19.33  14.4
 360 240  -2.5 238.96 52.56 12.5 13.76 16.7 5.390E-08  48.52  12.1  27.48  14.8 6.243E-13  52.75  12.4  19.33  14.4
 360  80   2.5 136.39 14.72 11.0 12.56 22.6 2.863E-02  13.09  12.0  14.56  12.1 1.111E-06   3.70  12.2   9.55  12.6
 360  85   2.5 132.70  8.18 11.0 13.03 22.6 1.454E-02  17.12  11.6  18.22  11.8 5.772E-07  11.62  12.2  13.37  12.6
 360  90   2.5 125.67  7.03 13.3 13.40 22.1 7.179E-03  19.82  11.5  22.42  11.6 3.005E-07  16.55  11.4  18.96  12.2
 360  95   2.5 119.78  8.03 14.5 12.97 21.4 3.394E-03  24.68  11.8  30.25  11.1 1.492E-07  21.44  11.5  25.08  11.7
 360 100   2.5 118.01  5.78 15.4 11.53 20.6 1.565E-03  26.96  12.2  33.71  22.9 6.985E-08  28.61  11.8  30.90  11.2
 360 105   2.5 120.70  5.45 19.0  8.04 20.1 7.279E-04  29.57  12.9  38.10  22.4 3.161E-08  35.04  11.9  35.54  22.7
