Kp,Kd,MaxDevRoll_mrad,MaxDevPitch_mrad,MaxDevYaw_mrad,TotalTorqueX_Nm_s,TotalTorqueY_Nm_s,TotalTorqueZ_Nm_s
40,200,0.00560277482905457,0.0009833104277490179,0.0026501382676803096,0.2541244248849694,3.8893658731745897,0.010166033206641258
40,300,0.002465693423135243,0.00012770194246503053,0.00011955556096757556,0.9920728145629056,3.1097895579115638,0.0009373874774954993
40,400,0.001558882729999728,0.0001248378227458602,0.00011591453455293137,1.6898983796759297,2.7972302460492027,0.0006469293858771756
40,500,0.001741598080265717,0.00012458843201557102,0.00011374921887222267,2.3410922184436775,2.668319663932782,0.0014786957391478258
40,600,0.00153058460182101,0.00012387373882205566,0.00011348892362437357,2.9510278055611026,2.6191002200440057,0.0017295459091818306
40,700,0.0013476153443711043,0.00012398922244472033,0.00011126673470328961,3.636456091218232,2.608181636327262,0.0018351670334066747
40,800,0.0012363047122689146,0.00012193840204233197,8.87762233595301e-05,4.23205361072214,2.6185853170634097,0.0025349069813962767
40,900,0.0011221220299129388,0.0001237063500525437,9.049228308688495e-05,4.824020404080832,2.6476575315062982,0.002270854170834162
50,0,2.0941284803847307,5.859058943384343,0.012956792181905749,220.73102580516147,1226.769105021005,0.8855275055010982
50,100,0.007194597457218597,0.0012786727925373498,0.00252178911923454,0.3557451490298022,7.3804740948190855,0.014958591718343524
50,200,0.005006307047400012,0.00012093971246684987,0.00013137865057718024,0.4194874974994958,4.202849369874013,0.009400280056011154
50,300,0.0025167898180007645,0.00010961787477725693,9.73619011334829e-05,0.9046713342668496,3.3004092818563646,0.001689937987597514
50,400,0.0020213483379524153,9.964734748457715e-05,9.292421483692285e-05,1.6405865173034555,2.924899779955986,0.0011090218043608713
50,500,0.001384641513655058,9.967784464492979e-05,9.099561806785507e-05,2.3319031806361172,2.754598919783953,0.0015579115823164589
50,600,0.0014695155635696554,9.954596968952956e-05,8.997125642795539e-05,2.9591738347669443,2.6892986597319433,0.002033206641328259
50,700,0.0012832680596430394,9.854145055498975e-05,8.938212573306008e-05,3.5955411082216413,2.663936387277452,0.0019407881576315189
50,800,0.0011684351172554374,9.853526661274259e-05,7.485348208908685e-05,4.165855571114213,2.669930386077212,0.0026537307461492283
50,900,0.0010764511580849659,9.483386376185621e-05,7.063684177382806e-05,4.739708341668314,2.689853170634124,0.002561312262452488
60,0,2.2416444278176964,5.346046439652641,0.013117627683546759,289.4690290058001,1342.9024488897808,1.0638159631926396
60,100,0.007390470932768927,0.0001510337126475747,0.0001660959156733815,0.5022680536107206,8.018821764352618,0.009109821964392847
60,200,0.005114738562936117,0.00011670339983282929,0.00011745007231544088,0.3706245249049751,4.477622724544995,0.006904980996199275
60,300,0.00214471928319208,9.308700388288571e-05,9.098050352118998e-05,0.8157251450290018,3.4820644128825577,0.0020860172034406817
60,400,0.00201792266928968,8.309586618793219e-05,7.82324691909949e-05,1.5956183236647292,3.043578315663126,0.0010298059611922382
60,500,0.0017033707143709056,8.248302219016068e-05,7.662019127012637e-05,2.2820896179235755,2.8430170034006736,0.0011354270854170823
60,600,0.001457634115750237,8.185438282737323e-05,7.610165483842048e-05,2.9188661732346444,2.7509417883576672,0.0018087617523504637
60,700,0.0012561165706456963,8.306262744284254e-05,7.362333466205841e-05,3.578470094018792,2.7197439487897572,0.0022048409681936334
60,800,0.0011512252739940398,5.100839528537904e-05,7.378647467643049e-05,4.199271454290842,2.7133010602120415,0.002416083216643325
60,900,0.0010439773018009614,8.311999533106018e-05,7.069810142957483e-05,4.824231646329255,2.730952990598115,0.002376475295059008
70,0,2.342619936552696,4.960589705249374,0.012557256456305944,354.8441612322468,1453.1926473294695,1.208675335067011
70,100,0.007538058442167641,0.00012660806714137607,0.00012063948819903757,0.6514314862972538,8.622934986997112,0.010720544108821641
70,200,0.004669478481209585,0.00010965915953065064,0.00010976602697757723,0.41247689537907095,4.773216643328752,0.010166033206641237
70,300,0.0026186233225100448,8.47808836468289e-05,8.40536174853295e-05,0.6578875775154986,3.6414862972594157,0.004290858171634339
70,400,0.002013506743203681,7.296828918867959e-05,6.678572668913925e-05,1.5884360872174388,3.160500900180022,0.0013466693338667706
70,500,0.0013959992236010088,7.039065152980584e-05,6.587578241424754e-05,2.2347185437087425,2.924384876975387,0.0011750350070013989
70,600,0.0013854511677112843,7.117927669497703e-05,6.479593749633899e-05,2.908304060812154,2.812994198839761,0.0017955591118223582
70,700,0.0009632415412444483,7.088521858378272e-05,6.423010629615471e-05,3.5596695339067708,2.7652270454090773,0.002363272654530902
70,800,0.0011266385042725496,7.134481849746521e-05,6.37924959342743e-05,4.129904780956178,2.7584540908181587,0.0020992198439687875
70,900,0.001014877603734073,7.037763971595723e-05,6.034956281178433e-05,4.762047209441872,2.7676035207041365,0.0027065413082616513
80,0,2.422183308416652,4.639586749782043,0.011961436827257522,422.5034954991008,1553.249452690539,1.3411242248449642
80,100,0.0055094436678622,0.00010598469746270212,0.00011878445268789817,0.7773318663732711,9.170567313462632,0.011789957991598135
80,200,0.003827922988880662,9.243639009781646e-05,9.726610486593564e-05,0.4073806761352221,5.015907581516414,0.009651130226045147
80,300,0.0032838027965152506,0.0008905877244558269,0.0003919718308568592,0.44675095019003463,3.807707541508262,0.005571514302860592
80,400,0.002058645878148915,6.744559133409211e-05,6.310165666811464e-05,1.4651366273254605,3.268709741948378,0.0019539907981596244
80,500,0.0016546280841834423,6.216775005896125e-05,5.897197519160267e-05,2.1987677535506998,3.006069613922776,0.0010694138827765547
80,600,0.0014154794533804726,6.199530311334911e-05,5.7468711216303366e-05,2.8504104820964034,2.8701748349669858,0.0017955591118223582
80,700,0.0012363510616470975,6.145991804373807e-05,5.6552944436901e-05,3.52103860772153,2.814367273454685,0.0023104620924184792
80,800,0.0011050925887620855,6.105802441425112e-05,5.583049869993277e-05,4.066809361872362,2.7970718143628686,0.002125625125024999
80,900,0.0007738063431667923,6.157021203989643e-05,5.557180203943899e-05,4.740764552910556,2.7992502500500067,0.002178435687137422
90,0,2.510733632102203,4.366404511396582,0.011596168897322989,493.0896835367078,1645.0399923984785,1.4760420084016812
90,100,0.0066057217803727865,0.00010668396566160254,9.335175734684975e-05,1.0051170234046782,9.664095219043503,0.012159631926385072
90,200,0.004926743152191406,8.100634563135145e-05,7.960920357531445e-05,0.5265609121824296,5.273425085017108,0.008542108421684338
90,300,0.003478521823795088,9.28645547126905e-05,0.000514820962764099,0.4645745149029758,3.9419915983196265,0.007499099819964033
90,400,0.002009440544187721,6.234142979621993e-05,5.8396505601868804e-05,1.3920996199239797,3.3779351870373917,0.001980396079215836
90,500,0.0016902316878205116,5.5517705987995214e-05,5.1578588286931945e-05,2.1514230846169125,3.0753834766953307,0.0014918983796759313
90,600,0.0014242799451375395,5.546904802145036e-05,5.049906907692831e-05,2.878070014002801,2.9325705141028156,0.0017823564712942527
90,700,0.0012681202023417867,5.542684977655199e-05,5.0646465375243125e-05,3.4629733946789174,2.858978995799156,0.002416083216643325
90,800,0.0010890861982185824,5.4398546112111035e-05,4.827396710637663e-05,4.08333906781356,2.8300256051210204,0.0026537307461492283
90,900,0.000988325908993262,5.422442606040079e-05,4.871146252329405e-05,4.775302660532103,2.835187837567512,0.002165233046609316
